cmd_x,cmd_y,odom_x,odom_y,odom_filter_x,odom_filter_y,ground_x,ground_y
0.0493287473598337,0.0031995097407542,0.00426774451033286,0,0.00356559521656301,5.3074113401608E-08,6.07E-02,6.59E-01
0.0574741483611015,0.00447599912871849,0.0141163252912416,0.000258713186909522,0.00980533600712081,1.60772418556826E-05,6.07E-02,6.59E-01
0.065599051878428,0.00596582219450887,0.0238088064390345,0.000905981174370223,0.0194262481512926,0.000217669577872727,6.07E-02,6.59E-01
0.0736641076268686,0.00766208552454967,0.0356248545290174,0.00216957615062937,0.0299968053203057,0.000619635762552248,6.07E-02,6.59E-01
0.0816928254715516,0.00956901445285742,0.0474640531618455,0.00375865491763576,0.0418911849308671,0.0015334764388028,6.07E-02,6.59E-01
0.0897941230602845,0.0117164782758129,0.057375705266233,0.00536281918587923,0.0574310573355821,0.00321579222736676,6.07E-02,6.59E-01
0.0975892990210215,0.0140040603387249,0.0672562589215343,0.00718941586820577,0.0630123275548055,0.00396356478782627,6.07E-02,6.59E-01
0.10544148599804,0.0165277255594667,0.0735814665322971,0.00850567579696347,0.0707438611960473,0.00532069663741794,6.07E-02,6.59E-01
0.113229147624692,0.0192552037324754,0.0797177025833442,0.00993909724925736,0.0770352166257249,0.0064187894713477,6.07E-02,6.59E-01
0.120943838626203,0.0221837503869122,0.0871065536943859,0.0118712972570012,0.0845473792888303,0.00781901783311502,6.07E-02,6.59E-01
0.128579544422554,0.0253110881689599,0.0957704491939057,0.0144005743678861,0.0928234189260213,0.00960993191834329,6.07E-02,6.59E-01
0.13612141792991,0.028630794611709,0.104764416719027,0.0173175105730086,0.10078738881319,0.0116025248206797,6.07E-02,6.59E-01
0.143584539547487,0.0321491798261091,0.113677155994431,0.020489230390326,0.109878671760866,0.0141931988539753,6.07E-02,6.59E-01
0.150962870434013,0.0358642969123039,0.121947735081586,0.0236987506463536,0.118643587247872,0.0169646488974223,6.07E-02,6.59E-01
0.158225144819569,0.0397604159939196,0.129430510503504,0.0268430395598455,0.126653152494616,0.0197511416226607,6.07E-02,6.59E-01
0.165392287243199,0.0438478930844412,0.136428571215207,0.0300136498897488,0.134979765246852,0.0228384065369972,6.07E-02,6.59E-01
0.172450445666077,0.0481193665338285,0.143219096281535,0.0332858387915401,0.143589157075298,0.0263001570322205,6.07E-02,6.59E-01
0.179394594182097,0.052571715625943,0.149941572225762,0.0367293292224104,0.148201680279503,0.0282875250199749,6.07E-02,6.59E-01
0.186229992994779,0.0572085769990931,0.156963441564048,0.0405451962581878,0.155237713958434,0.0313901571488322,6.07E-02,6.59E-01
0.192925804405234,0.0620090542402602,0.164354958887249,0.0448426585449749,0.163284963745051,0.0351586586790442,6.07E-02,6.59E-01
0.199506779285711,0.0669900250636218,0.171522617947642,0.0492792833039798,0.170263089429447,0.0387196035532753,6.07E-02,6.59E-01
0.20594923970191,0.072134218753387,0.178590395506248,0.0539018893108347,0.177696849234069,0.0427382530909497,6.07E-02,6.59E-01
0.212276342502126,0.0774603850289012,0.185354904906438,0.0585716507926809,0.185884336335807,0.047504464524419,6.07E-02,6.59E-01
0.218431546790451,0.0829212771977116,0.191869520963832,0.0633263981776891,0.191894775693693,0.0512278466894958,6.07E-02,6.59E-01
0.224463166488415,0.0885577801193569,0.198269497676142,0.068253814187502,0.199130575491921,0.0558860014223584,6.07E-02,6.59E-01
0.230348243290218,0.0943504248527295,0.204541690521842,0.073344580376082,0.205872965205425,0.0604650554829915,6.07E-02,6.59E-01
0.236080801172481,0.10029348308688,0.210677408564434,0.0785915522865023,0.211995739917266,0.0648214766237481,6.07E-02,6.59E-01
0.241639739779154,0.106364079018491,0.216934800287872,0.0842268957841671,0.219300848764333,0.07020492127174,6.07E-02,6.59E-01
0.247054113910165,0.112592782200981,0.222881875036441,0.0899020208880783,0.226724128813332,0.0761331409926741,6.07E-02,6.59E-01
0.252309624671851,0.118965133717041,0.228690754598665,0.09571387739427,0.23313549282211,0.0815072512120329,6.07E-02,6.59E-01
0.257384567235716,0.125454493406571,0.234387194753858,0.101705038551507,0.237734456671698,0.0855405010428803,6.07E-02,6.59E-01
0.262300286049535,0.132087051097747,0.239880377195118,0.107780838652705,0.243740454376564,0.09106592034168,6.07E-02,6.59E-01
0.267037277455601,0.138837627400337,0.245267427011177,0.114078971300759,0.249694162843837,0.0967845901060083,6.07E-02,6.59E-01
0.271596443143916,0.145706599313596,0.25057343462014,0.120649993115111,0.255605469879108,0.102699360230978,6.07E-02,6.59E-01
0.275992295677708,0.152717020919981,0.255513920797039,0.127126582188998,0.261742634354982,0.109261486637245,6.07E-02,6.59E-01
0.284194619436536,0.167005119378212,0.264730435728053,0.140198238786387,0.267427309741803,0.115655225626545,6.07E-02,6.59E-01
0.288022484974256,0.174316460687511,0.269098719962059,0.14691360635232,0.274569322504476,0.124175996832326,6.07E-02,6.59E-01
0.291724698018745,0.181857325624895,0.273439317097825,0.153965704295562,0.280510826401571,0.131735227048216,6.07E-02,6.59E-01
0.29509782847353,0.189212407928922,0.277603896451023,0.161181151444015,0.281950774501399,0.133572819462008,6.07E-02,6.59E-01
0.298347058347926,0.196800646451652,0.281619947402448,0.168605339900661,0.286884696549463,0.140251901136103,6.07E-02,6.59E-01
0.301395346631142,0.204462823756835,0.285297210772424,0.175828847796542,0.293009806260928,0.149001748154255,6.07E-02,6.59E-01
0.304251037035086,0.212220141543486,0.288803932210105,0.183164278989766,0.298697909251911,0.157919879214512,6.07E-02,6.59E-01
0.306897770694192,0.220029624149763,0.292124710045046,0.190582107451612,0.300537266932845,0.160926658862369,6.07E-02,6.59E-01
0.309340383864607,0.227901977763156,0.295233889145491,0.198020639665068,0.307254589337517,0.172303071475085,6.07E-02,6.59E-01
0.311579508313254,0.23583905134346,0.298161161237827,0.205590942103074,0.311464837834201,0.180062646828574,6.07E-02,6.59E-01
0.313617566654615,0.243852298914115,0.300893406030454,0.213281437457606,0.312515955975875,0.182087465231281,6.07E-02,6.59E-01
0.315439769905684,0.251884743528515,0.303409575843926,0.221052451982856,0.317883766726662,0.192828467718937,6.07E-02,6.59E-01
0.317077998677883,0.26008406047449,0.30571115211456,0.228911745613054,0.320955700538294,0.199653160140965,6.07E-02,6.59E-01
0.318462536152106,0.268104767469017,0.307758524786063,0.23671613308,0.325664868107561,0.210912916665669,6.07E-02,6.59E-01
0.319673550369783,0.276376835130944,0.309647851084982,0.244658554568515,0.325968602515105,0.211806539257168,6.07E-02,6.59E-01
0.320642840084878,0.284476709417866,0.311400150543771,0.252910641661204,0.329209526504883,0.220284251081025,6.07E-02,6.59E-01
0.321411596039042,0.292677121336888,0.312941815036504,0.261304650058386,0.332159234503434,0.228662655104607,6.07E-02,6.59E-01
0.32196861484466,0.300904791619064,0.314260329573946,0.269794972306362,0.335859075134107,0.240629954043327,6.07E-02,6.59E-01
0.322313411766375,0.309170421472881,0.315314215048087,0.278094431666009,0.336647653281567,0.243525682129438,6.07E-02,6.59E-01
0.322442963400662,0.317421155436599,0.316135253035476,0.286436522507164,0.339457328249289,0.254427215314749,6.07E-02,6.59E-01
0.322358883272051,0.325645393403114,0.316695097152174,0.294438549022681,0.341834193841758,0.265021009557047,6.07E-02,6.59E-01
0.322061310214078,0.333893602083125,0.317051664586588,0.30238555427298,0.34358763351807,0.274725994659522,6.07E-02,6.59E-01
0.321549957105571,0.342131857853895,0.317215413145692,0.310362272486683,0.343742080965878,0.275807972360866,6.07E-02,6.59E-01
0.320826389443681,0.350340288061066,0.317183353548791,0.318670554484424,0.346180452989818,0.291688200084874,6.07E-02,6.59E-01
0.319889158013478,0.358539783194841,0.316918358491603,0.327109980881064,0.347158205580327,0.300006828369353,6.07E-02,6.59E-01
0.318737078096965,0.366730691466064,0.316453416556556,0.335544564102363,0.347886613617047,0.308436510967938,6.07E-02,6.59E-01
0.317377856492767,0.374857256364772,0.315802935983271,0.343786876659095,0.348418779768108,0.316822231730138,6.07E-02,6.59E-01
0.315808510948078,0.382947190910683,0.314967660397968,0.351863910406943,0.348726369071894,0.325056555229946,6.07E-02,6.59E-01
0.314026697463356,0.391009973426793,0.313918477693302,0.359929984977938,0.348869986733007,0.333183297100622,6.07E-02,6.59E-01
0.312014662379692,0.399111145061858,0.312669462283379,0.367887390981607,0.348844412532719,0.341296620016459,6.07E-02,6.59E-01
0.30984194473771,0.406972093097759,0.311184748881108,0.37592732338724,0.348676891050032,0.349413676392247,6.07E-02,6.59E-01
0.307441648147879,0.414863240821985,0.309454659718901,0.384114226170117,0.348319074949397,0.357617144585853,6.07E-02,6.59E-01
0.304840670410864,0.422680629794461,0.307486784382735,0.392280532529671,0.347656759827341,0.365983042949311,6.07E-02,6.59E-01
0.301977774604446,0.430595278350244,0.305347518666566,0.400170166209888,0.346755838749982,0.374254105819899,6.07E-02,6.59E-01
0.299025916631393,0.438127105319152,0.303020803843041,0.407917822249588,0.345694595588489,0.382374160072952,6.07E-02,6.59E-01
0.295825801408848,0.445718641926771,0.300477606703743,0.415658006196496,0.344545272426084,0.390320057266482,6.07E-02,6.59E-01
0.292424614962475,0.453237380436892,0.297707931836196,0.423349517597611,0.343113559126973,0.398375979608472,6.07E-02,6.59E-01
0.288822218311312,0.460680820010953,0.294678102784403,0.431071256757546,0.341443473607829,0.406466112725521,6.07E-02,6.59E-01
0.285041514145045,0.468001397681552,0.291368875533892,0.43884970960592,0.33959652606111,0.4146061890555,6.07E-02,6.59E-01
0.281068241127391,0.475229621269496,0.287909717440407,0.446404019568474,0.337490792877076,0.422650210208707,6.07E-02,6.59E-01
0.276908075080628,0.482354089468024,0.284381036488341,0.453596348509558,0.335113911577271,0.430539255798496,6.07E-02,6.59E-01
0.272566270114886,0.489365767973395,0.280706309311483,0.460636057966457,0.332732965506729,0.438182831821306,6.07E-02,6.59E-01
0.268037672144945,0.496272686557847,0.276825290804586,0.467607307717436,0.330161308650897,0.445722611695432,6.07E-02,6.59E-01
0.263336312134684,0.503052714054496,0.272661108653555,0.474633522370057,0.327430011091966,0.45329485869089,6.07E-02,6.59E-01
0.258399161115122,0.509792785552773,0.268320812249286,0.481506525906014,0.324425687378279,0.460897285223634,6.72E-02,6.59E-01
0.253422605181766,0.516225446955951,0.26383857970182,0.488187798808414,0.320627246302293,0.469797775273191,6.72E-02,6.59E-01
0.248200901261681,0.522629974415461,0.259158460946386,0.494774152476563,0.317911131960798,0.475727728860909,7.53E-02,6.59E-01
0.242822071874793,0.528888238779172,0.254314779736952,0.501215062189696,0.314399647760543,0.482975926939219,1.01E-01,6.61E-01
0.237293395488773,0.534993296517374,0.249100950054207,0.507772822299031,0.310744355768683,0.490214546209752,1.00E-01,6.62E-01
0.231597997077304,0.540964403989034,0.243707499847638,0.514210871541753,0.306660070251495,0.497554893816402,1.12E-01,6.63E-01
0.225642871621036,0.54689225128098,0.238229478647308,0.52041885785833,0.301761306140855,0.505880321709273,1.27E-01,6.66E-01
0.219751371548573,0.552455004679264,0.232565806878097,0.526514826565836,0.298087522319618,0.511854447992309,1.27E-01,6.66E-01
0.213614178062558,0.557961115064407,0.226724415482786,0.532480016279293,0.29352541122056,0.518857508239534,1.33E-01,6.68E-01
0.207261571832092,0.563370169035563,0.220764999592773,0.53825330429429,0.288793972793555,0.52573783080867,1.48E-01,6.72E-01
0.200833568140652,0.568559058668729,0.214687118981255,0.543831136267923,0.284019795325843,0.532446465834334,1.48E-01,6.71E-01
0.194365235016791,0.573508874579462,0.208390276484629,0.549291327168167,0.279014676522977,0.539077060227291,1.57E-01,6.74E-01
0.187686264367311,0.578354045184101,0.201936098249902,0.554582902750521,0.273801316837659,0.545595554964734,1.76E-01,6.80E-01
0.180864665680732,0.583037716197627,0.19528904630057,0.559731954334881,0.268343732146265,0.552191012792456,1.76E-01,6.80E-01
0.173952285683124,0.587523893933682,0.188584799646225,0.564627725589412,0.262950683868267,0.55837212006732,1.85E-01,6.83E-01
0.166928390333856,0.591828230570233,0.181724692217734,0.569366864827092,0.257322831864112,0.564485922386795,1.99E-01,6.89E-01
0.159792615569075,0.595951012839218,0.174835079342616,0.573863306247807,0.251556712665656,0.570471586008589,1.99E-01,6.89E-01
0.152431444938414,0.599953509886963,0.168027703969425,0.578079764521917,0.245161814557869,0.576783356103273,2.07E-01,6.93E-01
0.145079923795677,0.603703514225496,0.161092299726682,0.582115103484766,0.239868416152825,0.581826592669659,2.22E-01,7.01E-01
0.137750485130033,0.607205854211206,0.154063541206237,0.585948659014639,0.234006735614525,0.587174601468259,2.22E-01,7.01E-01
0.130221759867507,0.610570212414793,0.146831868742439,0.58963777966012,0.227421498273591,0.592949871054138,2.29E-01,7.05E-01
0.122610290032023,0.613737640340652,0.139413097071843,0.593179710647674,0.221719806614826,0.597690711644343,2.45E-01,7.15E-01
0.114900930862123,0.616714000707875,0.131867601094474,0.596553495655139,0.215153764283809,0.602798642561563,2.45E-01,7.15E-01
0.107139946833677,0.6194810156712,0.124360034347119,0.599686656189218,0.208635566079557,0.607651566090372,2.52E-01,7.21E-01
0.0992984945938421,0.622049983733044,0.116677636435359,0.602653377959657,0.200686411971408,0.613272491381782,2.66E-01,7.31E-01
0.0913836874675618,0.624417649990047,0.108903428905504,0.60541114965735,0.195092099047798,0.616998246775978,2.66E-01,7.31E-01
0.0834116162025263,0.626578712214932,0.101085217653334,0.60794312585891,0.188101170173526,0.621410852792315,2.79E-01,7.42E-01
0.0754126945594213,0.628525744371634,0.0934096899877893,0.610207927035369,0.1811086271711,0.625518748714824,2.86E-01,7.48E-01
0.0673282337658864,0.630273457026861,0.0855215907110062,0.612311911097508,0.171029807458955,0.631146141826756,2.86E-01,7.48E-01
0.0592475934963616,0.631801735801959,0.0775648203305073,0.61421735719056,0.166886483991674,0.633273157550789,2.92E-01,7.54E-01
0.0510911143595868,0.633127101590177,0.06963001020631,0.615903460642104,0.159564897121535,0.636866589476969,3.04E-01,7.66E-01
0.042925677585855,0.634237213205936,0.0615085279089382,0.617418440304923,0.14940707916312,0.641547561811892,3.04E-01,7.66E-01
0.0347272745994272,0.635136349901369,0.0533139402602949,0.618731093037577,0.144576644011971,0.643601387146758,3.10E-01,7.72E-01
0.0265079271651126,0.635822817598585,0.0449523953493303,0.619850937124115,0.136881992111439,0.646742169069011,3.21E-01,7.85E-01
0.0182589548963225,0.636296940134133,0.0365572013232573,0.62074022992521,0.128969390244217,0.649696891973342,3.21E-01,7.85E-01
0.0100084890897616,0.636556550025018,0.0280921137453982,0.621401127746947,0.120944586608401,0.652372935093037,3.31E-01,7.98E-01
0.00177164898038829,0.636602044852104,0.019977881932613,0.621804359672421,0.112898741885168,0.654706035387071,3.36E-01,8.05E-01
0.00177164898038829,0.636602044852104,0.0120703630303886,0.621999366044402,0.103511396897651,0.657232742944493,3.36E-01,8.05E-01
0.00177164898038829,0.636602044852104,0.00415486313481377,0.621986260243313,0.0973766302164931,0.658755686560066,3.40E-01,8.12E-01
0.00177164898038829,0.636602044852104,-0.00367681651798509,0.621767026453088,0.0897314087875047,0.660447713761619,3.50E-01,8.27E-01
0.00177164898038829,0.636602044852104,-0.0119512838818582,0.62132334916561,0.0796813895907839,0.662535237320391,3.50E-01,8.27E-01
0.00177164898038829,0.636602044852104,-0.0203475893805964,0.620656716843442,0.0713245394021327,0.663957231542495,3.55E-01,8.35E-01
0.00177164898038829,0.636602044852104,-0.0287482121704939,0.619778515840826,0.0633370726146789,0.665082153730443,3.62E-01,8.50E-01
0.00177164898038829,0.636602044852104,-0.0371261699341607,0.618701538626468,0.057042744337015,0.665854259053872,3.62E-01,8.50E-01
0.00177164898038829,0.636602044852104,-0.0452048063568303,0.617467883164912,0.0487272580542738,0.666643882151393,3.66E-01,8.58E-01
0.00177164898038829,0.636602044852104,-0.0530888387927951,0.616056237416352,0.0406324544840439,0.667241507622572,3.73E-01,8.74E-01
0.00177164898038829,0.636602044852104,-0.0578994995725732,0.615057127677905,0.0336325994490065,0.667000837215913,3.73E-01,8.75E-01
0.00177164898038829,0.636602044852104,-0.0575347729802236,0.615137891990681,0.0296159430371737,0.666100796154029,3.76E-01,8.83E-01
0.00177164898038829,0.636602044852104,-0.0572733962568194,0.615194511338882,0.0299863194344107,0.666153671520273,3.82E-01,8.99E-01
0.00177164898038829,0.636602044852104,-0.0570119236866525,0.615250611057858,0.0300829670032001,0.666186029736801,3.82E-01,9.00E-01
0.00177164898038829,0.636602044852104,-0.0561763522758287,0.615428160063308,0.0308317811204637,0.666111637738988,3.84E-01,9.08E-01
0.00177164898038829,0.636602044852104,-0.0557594645054199,0.615517316534635,0.0314551729600448,0.66623115009607,3.89E-01,9.25E-01
,,,,,,3.89E-01,9.25E-01
,,,,,,3.91E-01,9.34E-01
,,,,,,3.94E-01,9.50E-01
,,,,,,3.94E-01,9.50E-01
,,,,,,3.95E-01,9.58E-01
,,,,,,3.97E-01,9.76E-01
,,,,,,3.97E-01,9.76E-01
,,,,,,3.98E-01,9.85E-01
,,,,,,3.99E-01,1.00E+00
,,,,,,3.99E-01,1.00E+00
,,,,,,3.99E-01,1.01E+00
,,,,,,3.97E-01,1.03E+00
,,,,,,3.97E-01,1.03E+00
,,,,,,3.97E-01,1.04E+00
,,,,,,3.94E-01,1.05E+00
,,,,,,3.94E-01,1.05E+00
,,,,,,3.93E-01,1.06E+00
,,,,,,3.89E-01,1.08E+00
,,,,,,3.89E-01,1.08E+00
,,,,,,3.87E-01,1.09E+00
,,,,,,3.83E-01,1.10E+00
,,,,,,3.83E-01,1.10E+00
,,,,,,3.77E-01,1.12E+00
,,,,,,3.74E-01,1.13E+00
,,,,,,3.74E-01,1.13E+00
,,,,,,3.71E-01,1.13E+00
,,,,,,3.64E-01,1.15E+00
,,,,,,3.64E-01,1.15E+00
,,,,,,3.60E-01,1.16E+00
,,,,,,3.52E-01,1.17E+00
,,,,,,3.52E-01,1.17E+00
,,,,,,3.43E-01,1.19E+00
,,,,,,3.38E-01,1.19E+00
,,,,,,3.38E-01,1.20E+00
,,,,,,3.33E-01,1.20E+00
,,,,,,3.22E-01,1.22E+00
,,,,,,3.22E-01,1.22E+00
,,,,,,3.17E-01,1.22E+00
,,,,,,3.05E-01,1.24E+00
,,,,,,3.06E-01,1.24E+00
,,,,,,2.94E-01,1.25E+00
,,,,,,2.87E-01,1.25E+00
,,,,,,2.87E-01,1.25E+00
,,,,,,2.81E-01,1.26E+00
,,,,,,2.68E-01,1.27E+00
,,,,,,2.68E-01,1.27E+00
,,,,,,2.61E-01,1.28E+00
,,,,,,2.47E-01,1.29E+00
,,,,,,2.48E-01,1.29E+00
,,,,,,2.41E-01,1.29E+00
,,,,,,2.26E-01,1.30E+00
,,,,,,2.25E-01,1.30E+00
,,,,,,2.18E-01,1.30E+00
,,,,,,2.02E-01,1.31E+00
,,,,,,2.02E-01,1.31E+00
,,,,,,1.86E-01,1.32E+00
,,,,,,1.79E-01,1.32E+00
,,,,,,1.79E-01,1.32E+00
,,,,,,1.71E-01,1.33E+00
,,,,,,1.54E-01,1.33E+00
,,,,,,1.53E-01,1.33E+00
,,,,,,1.45E-01,1.34E+00
,,,,,,1.28E-01,1.34E+00
,,,,,,1.29E-01,1.34E+00
,,,,,,1.20E-01,1.34E+00
,,,,,,1.04E-01,1.35E+00
,,,,,,1.04E-01,1.35E+00
